annex_a,quota_period,line,label,category,value,repaired
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,D2),"D2) Redistribution of quota from suspended Apr 2020, May 2020 and Jun 2020 bidding exercises for Nov 2020 to Jan 2021 bidding exercises",A,1287,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,D2),"D2) Redistribution of quota from suspended Apr 2020, May 2020 and Jun 2020 bidding exercises for Nov 2020 to Jan 2021 bidding exercises",B,1296,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,D2),"D2) Redistribution of quota from suspended Apr 2020, May 2020 and Jun 2020 bidding exercises for Nov 2020 to Jan 2021 bidding exercises",C,470,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,D2),"D2) Redistribution of quota from suspended Apr 2020, May 2020 and Jun 2020 bidding exercises for Nov 2020 to Jan 2021 bidding exercises",D,838,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,D2),"D2) Redistribution of quota from suspended Apr 2020, May 2020 and Jun 2020 bidding exercises for Nov 2020 to Jan 2021 bidding exercises",E,441,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,D2),"D2) Redistribution of quota from suspended Apr 2020, May 2020 and Jun 2020 bidding exercises for Nov 2020 to Jan 2021 bidding exercises",Total,4332,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,(D),(D) Total Quota for Nov 2020 to Jan 2021 Bidding Exercises (D1 + D2),A,5777,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,(D),(D) Total Quota for Nov 2020 to Jan 2021 Bidding Exercises (D1 + D2),B,6044,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,(D),(D) Total Quota for Nov 2020 to Jan 2021 Bidding Exercises (D1 + D2),C,2205,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,(D),(D) Total Quota for Nov 2020 to Jan 2021 Bidding Exercises (D1 + D2),D,3148,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,(D),(D) Total Quota for Nov 2020 to Jan 2021 Bidding Exercises (D1 + D2),E,2780,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,(D),(D) Total Quota for Nov 2020 to Jan 2021 Bidding Exercises (D1 + D2),Total,19954,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,Average Monthly Quota for Nov 2020 to Jan 2021,Average Monthly Quota for Nov 2020 to Jan 2021 Bidding Exercises,A,1925,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,Average Monthly Quota for Nov 2020 to Jan 2021,Average Monthly Quota for Nov 2020 to Jan 2021 Bidding Exercises,B,2014,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,Average Monthly Quota for Nov 2020 to Jan 2021,Average Monthly Quota for Nov 2020 to Jan 2021 Bidding Exercises,C,735,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,Average Monthly Quota for Nov 2020 to Jan 2021,Average Monthly Quota for Nov 2020 to Jan 2021 Bidding Exercises,D,1049,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,Average Monthly Quota for Nov 2020 to Jan 2021,Average Monthly Quota for Nov 2020 to Jan 2021 Bidding Exercises,E,926,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,Average Monthly Quota for Nov 2020 to Jan 2021,Average Monthly Quota for Nov 2020 to Jan 2021 Bidding Exercises,Total,6649,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,Monthly Quota for Aug to Oct 2020,Monthly Quota for Aug to Oct 2020 Bidding Exercises,A,1967,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,Monthly Quota for Aug to Oct 2020,Monthly Quota for Aug to Oct 2020 Bidding Exercises,B,1729,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,Monthly Quota for Aug to Oct 2020,Monthly Quota for Aug to Oct 2020 Bidding Exercises,C,674,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,Monthly Quota for Aug to Oct 2020,Monthly Quota for Aug to Oct 2020 Bidding Exercises,D,934,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,Monthly Quota for Aug to Oct 2020,Monthly Quota for Aug to Oct 2020 Bidding Exercises,E,903,False
2020-10-Certificate_of_entitlement_quota_for_Nov20_to_Jan21.annex-a.pdf,Nov 2020 to Jan 2021,Monthly Quota for Aug to Oct 2020,Monthly Quota for Aug to Oct 2020 Bidding Exercises,Total,6207,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,A1),A1) Vehicle population as at 31 Dec 2019,A,321103,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,A1),A1) Vehicle population as at 31 Dec 2019,B,308991,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,A1),A1) Vehicle population as at 31 Dec 2019,C,151753,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,A1),A1) Vehicle population as at 31 Dec 2019,D,140329,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,A1),A1) Vehicle population as at 31 Dec 2019,E,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,A1),A1) Vehicle population as at 31 Dec 2019,Total,922176,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,A2),A2) Net increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],A,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,A2),A2) Net increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],B,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,A2),A2) Net increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],C,94,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,A2),A2) Net increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],D,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,A2),A2) Net increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],E,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,A2),A2) Net increase allowed per quarter [Cat C Only] [0.25% x vehicle population / 4],Total,94,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(A),(A) Increase in Vehicle Population,A,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(A),(A) Increase in Vehicle Population,B,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(A),(A) Increase in Vehicle Population,C,94,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(A),(A) Increase in Vehicle Population,D,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(A),(A) Increase in Vehicle Population,E,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(A),(A) Increase in Vehicle Population,Total,94,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,B1),B1) Total vehicle deregistrations (from Jan to Mar 2020),A,6414,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,B1),B1) Total vehicle deregistrations (from Jan to Mar 2020),B,6420,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,B1),B1) Total vehicle deregistrations (from Jan to Mar 2020),C,3108,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,B1),B1) Total vehicle deregistrations (from Jan to Mar 2020),D,3751,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,B1),B1) Total vehicle deregistrations (from Jan to Mar 2020),E,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,B1),B1) Total vehicle deregistrations (from Jan to Mar 2020),Total,19693,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,B2),B2) Contribution of deregistrations to Category E (10% of B1),A,-641,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,B2),B2) Contribution of deregistrations to Category E (10% of B1),B,-642,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,B2),B2) Contribution of deregistrations to Category E (10% of B1),C,-310,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,B2),B2) Contribution of deregistrations to Category E (10% of B1),D,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,B2),B2) Contribution of deregistrations to Category E (10% of B1),E,1593,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,B2),B2) Contribution of deregistrations to Category E (10% of B1),Total,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(B),(B) Replacements of Deregistered Vehicles,A,5773,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(B),(B) Replacements of Deregistered Vehicles,B,5778,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(B),(B) Replacements of Deregistered Vehicles,C,2798,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(B),(B) Replacements of Deregistered Vehicles,D,3751,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(B),(B) Replacements of Deregistered Vehicles,E,1593,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(B),(B) Replacements of Deregistered Vehicles,Total,19693,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C1),C1) Adjustments for change in taxi population,A,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C1),C1) Adjustments for change in taxi population,B,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C1),C1) Adjustments for change in taxi population,C,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C1),C1) Adjustments for change in taxi population,D,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C1),C1) Adjustments for change in taxi population,E,468,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C1),C1) Adjustments for change in taxi population,Total,468,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C2),C2) Adjustments for replacements under Early Turnover Scheme,A,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C2),C2) Adjustments for replacements under Early Turnover Scheme,B,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C2),C2) Adjustments for replacements under Early Turnover Scheme,C,-664,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C2),C2) Adjustments for replacements under Early Turnover Scheme,D,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C2),C2) Adjustments for replacements under Early Turnover Scheme,E,-73,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C2),C2) Adjustments for replacements under Early Turnover Scheme,Total,-737,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C3),C3) Expired COEs,A,2,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C3),C3) Expired COEs,B,20,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C3),C3) Expired COEs,C,0,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C3),C3) Expired COEs,D,172,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C3),C3) Expired COEs,E,1,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,C3),C3) Expired COEs,Total,195,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(C),(C) Adjustments,A,2,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(C),(C) Adjustments,B,20,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(C),(C) Adjustments,C,-664,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(C),(C) Adjustments,D,172,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(C),(C) Adjustments,E,396,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(C),(C) Adjustments,Total,-74,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(D),(D) Total Quota for Jul 2020 Bidding Exercises,A,2568,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(D),(D) Total Quota for Jul 2020 Bidding Exercises,B,2581,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(D),(D) Total Quota for Jul 2020 Bidding Exercises,C,978,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(D),(D) Total Quota for Jul 2020 Bidding Exercises,D,1727,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(D),(D) Total Quota for Jul 2020 Bidding Exercises,E,883,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,(D),(D) Total Quota for Jul 2020 Bidding Exercises,Total,8737,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D1),D1) Total quota for May - Jul bidding exercises (A + B + C),A,5775,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D1),D1) Total quota for May - Jul bidding exercises (A + B + C),B,5798,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D1),D1) Total quota for May - Jul bidding exercises (A + B + C),C,2228,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D1),D1) Total quota for May - Jul bidding exercises (A + B + C),D,3923,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D1),D1) Total quota for May - Jul bidding exercises (A + B + C),E,1989,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D1),D1) Total quota for May - Jul bidding exercises (A + B + C),Total,19713,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D2),D2) Suspension of May and Jun 2020 bidding exercises,A,-3850,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D2),D2) Suspension of May and Jun 2020 bidding exercises,B,-3864,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D2),D2) Suspension of May and Jun 2020 bidding exercises,C,-1484,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D2),D2) Suspension of May and Jun 2020 bidding exercises,D,-2614,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D2),D2) Suspension of May and Jun 2020 bidding exercises,E,-1326,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D2),D2) Suspension of May and Jun 2020 bidding exercises,Total,-13138,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D3),"D3) Return of quota from suspended April 2020, May 2020 and Jun 2020 bidding exercises",A,643,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D3),"D3) Return of quota from suspended April 2020, May 2020 and Jun 2020 bidding exercises",B,647,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D3),"D3) Return of quota from suspended April 2020, May 2020 and Jun 2020 bidding exercises",C,234,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D3),"D3) Return of quota from suspended April 2020, May 2020 and Jun 2020 bidding exercises",D,418,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D3),"D3) Return of quota from suspended April 2020, May 2020 and Jun 2020 bidding exercises",E,220,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,D3),"D3) Return of quota from suspended April 2020, May 2020 and Jun 2020 bidding exercises",Total,2162,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,Average Monthly Quota for Jul 2020,Average Monthly Quota for Jul 2020 Bidding Exercises,A,2568,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,Average Monthly Quota for Jul 2020,Average Monthly Quota for Jul 2020 Bidding Exercises,B,2581,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,Average Monthly Quota for Jul 2020,Average Monthly Quota for Jul 2020 Bidding Exercises,C,978,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,Average Monthly Quota for Jul 2020,Average Monthly Quota for Jul 2020 Bidding Exercises,D,1727,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,Average Monthly Quota for Jul 2020,Average Monthly Quota for Jul 2020 Bidding Exercises,E,883,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,Average Monthly Quota for Jul 2020,Average Monthly Quota for Jul 2020 Bidding Exercises,Total,8737,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,Monthly Quota for Feb 2020 to Apr 2020,Monthly Quota for Feb 2020 to Apr 2020 Bidding Exercises,A,1945,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,Monthly Quota for Feb 2020 to Apr 2020,Monthly Quota for Feb 2020 to Apr 2020 Bidding Exercises,B,1966,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,Monthly Quota for Feb 2020 to Apr 2020,Monthly Quota for Feb 2020 to Apr 2020 Bidding Exercises,C,629,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,Monthly Quota for Feb 2020 to Apr 2020,Monthly Quota for Feb 2020 to Apr 2020 Bidding Exercises,D,1155,False
2020-06-resumption-of-coe-bidding-exercises-from-6-july.annex-a.pdf,Jul 2020 to Jul 2020,Monthly Quota for Feb 2020 to Apr 2020,Monthly Quota for Feb 2020 to Apr 2020 Bidding Exercises,E,655,False
